#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-04-08T03:28:02 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e8d44aaa608	
#INFO	-out.max=1000	
#INFO	queryParameters=46	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:I/345&tab:{I/345/gaia2}&key:source=I/345/gaia2&key:c=17:40:42.6174 -53:40:27.448&pos:17:40:42.6174 -53:40:27.448( 1 arcmin J2000)&HTTPPRM:&-c=17:40:42.6174 -53:40:27.448&-c.u=arcmin&-c.r=1&-c.eq=J2000&-c.geom=r&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c=17:40:42.6174 -53:40:27.448
#-c.eq=J2000
#-c.r=  1
#-c.u=arcmin
#-c.geom=r
#-source=I/345/gaia2
#-order=I
#-out.orig=standard
#-out=RA_ICRS
#-out=e_RA_ICRS
#-out=DE_ICRS
#-out=e_DE_ICRS
#-out=Source
#-out=Plx
#-out=e_Plx
#-out=pmRA
#-out=e_pmRA
#-out=pmDE
#-out=e_pmDE
#-out=Dup
#-out=FG
#-out=e_FG
#-out=Gmag
#-out=e_Gmag
#-out=FBP
#-out=e_FBP
#-out=BPmag
#-out=e_BPmag
#-out=FRP
#-out=e_FRP
#-out=RPmag
#-out=e_RPmag
#-out=BP-RP
#-out=RV
#-out=e_RV
#-out=Teff
#-out=AG
#-out=E(BP-RP)
#-out=Rad
#-out=Lum
#
#INFO	-c=265.177572-53.674291,rm=1.	
#Constraint -bmark=POST

#RESOURCE=yCat_1345
#Name: I/345
#Title: Gaia DR2 (Gaia Collaboration, 2018)
#Coosys	H_2015.500:	ICRS
#Table	I_345_gaia2:
#Name: I/345/gaia2
#Title: GaiaSource DR2 data
#Column	_r	(F6.4)	Distance from center (265.17757250000-53.67429111111)[ICRS], at Epoch=J2015.5	[ucd=pos.angDistance]
#Column	_RAJ2000	(F17.13)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F17.13)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2015.5 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	e_RA_ICRS	(F7.4)	Standard error of right ascension (e_RA*cosDE) (ra_error)	[ucd=stat.error;pos.eq.ra]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2015.5 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	e_DE_ICRS	(F7.4)	Standard error of declination (dec_error)	[ucd=stat.error;pos.eq.dec]
#Column	Source	(I19)	Unique source identifier (unique within a particular Data Release) (source_id) (G2)	[ucd=meta.id;meta.main]
#Column	Plx	(F10.4)	? Absolute stellar parallax (parallax)	[ucd=pos.parallax]
#Column	e_Plx	(F7.4)	? Standard error of parallax (parallax_error)	[ucd=stat.error;pos.parallax]
#Column	pmRA	(F9.3)	? Proper motion in right ascension direction (pmRA*cosDE) (pmra) (3)	[ucd=pos.pm;pos.eq.ra]
#Column	e_pmRA	(F6.3)	? Standard error of proper motion in right ascension direction (pmra_error)	[ucd=stat.error;pos.pm;pos.eq.ra]
#Column	pmDE	(F9.3)	? Proper motion in declination direction (pmdec) (4)	[ucd=pos.pm;pos.eq.dec]
#Column	e_pmDE	(F6.3)	? Standard error of proper motion in declination direction (pmdec_error)	[ucd=stat.error;pos.pm;pos.eq.dec]
#Column	Dup	(I1)	[0/1] Source with duplicate sources (duplicated_source) (21)	[ucd=meta.code.status]
#Column	FG	(E11.4)	G-band mean flux (phot_g_mean_flux)	[ucd=phot.flux;stat.mean;em.opt]
#Column	e_FG	(E11.4)	Error on G-band mean flux (phot_g_mean_flux_error)	[ucd=stat.error;phot.flux;stat.mean]
#Column	Gmag	(F7.4)	G-band mean magnitude (Vega) (phot_g_mean_mag) (23)	[ucd=phot.mag;stat.mean;em.opt]
#Column	e_Gmag	(F6.4)	Standard error of G-band mean magnitude (Vega) (added by CDS) (phot_g_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FBP	(E11.4)	? Mean flux in the integrated BP band (phot_bp_mean_flux)	[ucd=phot.flux;stat.mean;em.opt.B]
#Column	e_FBP	(E11.4)	? Error on the integrated BP mean flux (phot_bp_mean_flux_error) (25)	[ucd=stat.error;phot.flux;stat.mean]
#Column	BPmag	(F7.4)	? Integrated BP mean magnitude (Vega) (phot_bp_mean_mag) (26)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	e_BPmag	(F6.4)	? Standard error of BP mean magnitude (Vega) (added by CDS) (phot_bp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	FRP	(E11.4)	? Mean flux in the integrated RP band (phot_rp_mean_flux)	[ucd=phot.flux.density;em.opt.R]
#Column	e_FRP	(E11.4)	? Error on the integrated RP mean flux (phot_rp_mean_flux_error) (28)	[ucd=stat.error;phot.flux;stat.mean]
#Column	RPmag	(F7.4)	? Integrated RP mean magnitude (Vega) (phot_rp_mean_mag) (29)	[ucd=phot.mag;stat.mean;em.opt.R]
#Column	e_RPmag	(F6.4)	? Standard error of RP mean magnitude (Vega) (added by CDS) (phot_rp_mean_mag_error) (37)	[ucd=stat.error;phot.mag;stat.mean]
#Column	BP-RP	(F7.4)	? BP-RP colour (photBpMeanMag-photRMeanMag) (bp_rp)	[ucd=phot.color;em.opt.B;em.opt.R]
#Column	RV	(F7.2)	? Spectroscopic radial velocity in the solar barycentric reference frame (radial_velocity)	[ucd=spect.dopplerVeloc.opt;pos.barycenter]
#Column	e_RV	(F5.2)	? Radial velocity error (radial_velocity_error) (30)	[ucd=stat.error;spect.dopplerVeloc.opt;pos.barycenter]
#Column	Teff	(F7.2)	? Stellar effective temperature (estimate from Apsis-Priam) (teff_val)	[ucd=phys.temperature.effective]
#Column	AG	(F7.4)	? Estimate of extinction in the G band from Apsis-Priam (a_g_val)	[ucd=phys.absorption.gal]
#Column	E(BP-RP)	(F7.4)	? Estimate of redenning E(BP-RP) from Apsis-Priam (e_bp_min_rp_val)	[ucd=phot.color.excess]
#Column	Rad	(F6.2)	? Estimate of radius from Apsis-FLAME (radius_val)	[ucd=phys.size.radius]
#Column	Lum	(F9.3)	? Esimate of luminosity from Apsis-FLAME (lum_val)	[ucd=phys.luminosity]
_r	_RAJ2000	_DEJ2000	RA_ICRS	e_RA_ICRS	DE_ICRS	e_DE_ICRS	Source	Plx	e_Plx	pmRA	e_pmRA	pmDE	e_pmDE	Dup	FG	e_FG	Gmag	e_Gmag	FBP	e_FBP	BPmag	e_BPmag	FRP	e_FRP	RPmag	e_RPmag	BP-RP	RV	e_RV	Teff	AG	E(BP-RP)	Rad	Lum
0.0894	265.1759035636200	-53.6731752861400	265.17590356362	 3.7795	-53.67317528614	 3.8012	5921745296786364928	          	       	         	      	         	      	0	 5.6184e+03	 9.4908e+01	16.3143	0.0183	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.0944	265.1802025659106	-53.6741649361240	265.18022806302	 0.4481	-53.67424385696	 0.4754	5921751172281835520	    2.3972	 0.5174	    3.508	 0.857	  -18.330	 0.854	0	 7.0307e+03	 6.0462e+01	16.0709	0.0093	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.0946	265.1793299789000	-53.6754758262100	265.17932997890	 2.7526	-53.67547582621	 5.2246	5921745296766583680	          	       	         	      	         	      	0	 1.5497e+03	 1.7388e+01	17.7127	0.0122	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.0947	265.1763144768600	-53.6728990832500	265.17631447686	 0.9680	-53.67289908325	 0.9436	5921745296786378112	          	       	         	      	         	      	0	 5.1625e+03	 8.3649e+01	16.4062	0.0176	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.0953	265.1749372451344	-53.6745224522283	265.17494867096	 0.5119	-53.67461739834	 0.5550	5921745296766567552	    1.0651	 0.6664	    1.572	 0.856	  -22.052	 0.925	0	 1.0736e+04	 1.0461e+02	15.6113	0.0106	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.0956	265.1769884652906	-53.6726572640337	265.17700933903	 0.0948	-53.67273239598	 0.1184	5921751172301639424	    0.1250	 0.1166	    2.872	 0.183	  -17.450	 0.218	0	 1.1748e+04	 5.1972e+01	15.5134	0.0048	 1.2435e+04	 7.3935e+02	15.1148	0.0646	 1.4707e+04	 2.7193e+02	14.3431	0.0201	 0.7716	       	     	5095.63	       	       	      	
0.1053	265.1786012849813	-53.6725723190194	265.17861324811	 0.2739	-53.67264885027	 0.2834	5921751172301643392	   -1.1906	 0.3250	    1.646	 0.656	  -17.775	 0.582	0	 6.9498e+03	 4.5015e+01	16.0834	0.0070	 1.0222e+04	 5.2906e+02	15.3276	0.0562	 1.1885e+04	 4.4006e+02	14.5744	0.0402	 0.7532	       	     	5095.63	       	       	      	
0.1053	265.1804402402500	-53.6747341068200	265.18044024025	 1.8975	-53.67473410682	 3.2372	5921745296786390272	          	       	         	      	         	      	0	 1.5209e+03	 1.2322e+01	17.7331	0.0088	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1061	265.1797174585400	-53.6730614941400	265.17971745854	 0.6518	-53.67306149414	 0.6135	5921751172301644800	          	       	         	      	         	      	0	 2.6048e+03	 4.9336e+01	17.1489	0.0206	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1075	265.1774595787600	-53.6760819121500	265.17745957876	 0.5311	-53.67608191215	 0.4301	5921745296786372736	          	       	         	      	         	      	0	 5.4611e+03	 5.3490e+01	16.3452	0.0106	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1125	265.1807006527562	-53.6742618621033	265.18073714685	 0.2135	-53.67433851822	 0.2064	5921751172301641728	   -0.3529	 0.2542	    5.021	 0.386	  -17.804	 0.377	0	 1.2274e+04	 1.0448e+02	15.4659	0.0092	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1179	265.1751727089800	-53.6756486532400	265.17517270898	 4.8080	-53.67564865324	 6.8104	5921745296786361088	          	       	         	      	         	      	0	 3.6326e+03	 9.2941e+01	16.7878	0.0278	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1201	265.1788604379400	-53.6761421983100	265.17886043794	 6.4758	-53.67614219831	 9.6845	5921745296766577152	          	       	         	      	         	      	0	 2.3750e+03	 3.1771e+01	17.2492	0.0145	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1202	265.1744460333300	-53.6750550885200	265.17444603333	 0.7245	-53.67505508852	 0.5693	5921745296786381312	          	       	         	      	         	      	1	 6.8493e+03	 8.7060e+01	16.0992	0.0138	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1239	265.1745378725662	-53.6752709780266	265.17456126249	 0.1964	-53.67533232789	 0.2038	5921745296786381056	    1.7641	 0.2305	    3.218	 0.477	  -14.249	 0.430	1	 1.6762e+04	 1.0310e+02	15.1276	0.0067	 1.9409e+04	 4.0410e+02	14.6314	0.0226	 2.4886e+04	 3.6679e+02	13.7720	0.0160	 0.8594	       	     	5095.63	       	       	      	
0.1244	265.1746740680100	-53.6731285721600	265.17467406801	 0.2097	-53.67312857216	 0.2370	5921745296786359424	          	       	         	      	         	      	0	 3.5602e+04	 1.0422e+02	14.3097	0.0032	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1281	265.1787524991468	-53.6721878010648	265.17880068555	 0.5642	-53.67228475788	 0.6355	5921751172301643776	    0.6104	 0.6874	    6.630	 1.023	  -22.519	 1.075	1	 5.5484e+03	 3.0181e+01	16.3279	0.0059	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1298	265.1740303181800	-53.6748174157900	265.17403031818	 1.1223	-53.67481741579	 1.0448	5921745296786381184	          	       	         	      	         	      	0	 7.1074e+03	 1.0072e+02	16.0591	0.0154	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1308	265.1771280874100	-53.6764557576800	265.17712808741	 1.8898	-53.67645575768	 1.3107	5921745296786365568	          	       	         	      	         	      	1	 4.6203e+03	 1.4182e+02	16.5267	0.0333	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1330	265.1764719781064	-53.6763416342078	265.17647309021	 0.1776	-53.67641062643	 0.1257	5921745296786365312	    2.8099	 0.2392	    0.153	 0.213	  -16.024	 0.222	0	 3.6921e+03	 1.7742e+01	16.7702	0.0052	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1335	265.1812664527697	-53.6739208933944	265.18129495878	 0.0468	-53.67400007687	 0.0462	5921751172301644416	    0.2524	 0.0504	    3.922	 0.083	  -18.391	 0.080	0	 6.6808e+04	 5.0936e+01	13.6263	0.0008	 5.4470e+04	 5.7707e+02	13.5110	0.0115	 4.0534e+04	 4.6950e+02	13.2424	0.0126	 0.2686	       	     	7136.67	       	       	      	
0.1341	265.1780010450812	-53.6764308087809	265.17801892600	 0.0806	-53.67650976406	 0.0665	5921745296786360064	    0.2214	 0.0543	    2.460	 0.130	  -18.338	 0.100	0	 3.5935e+04	 4.3910e+01	14.2996	0.0013	 2.1302e+04	 5.2411e+02	14.5304	0.0267	 3.4579e+04	 5.1133e+02	13.4149	0.0161	 1.1155	       	     	5095.63	       	       	      	
0.1347	265.1760030715100	-53.6722479236800	265.17600307151	 1.0285	-53.67224792368	 1.2197	5921751172301622656	          	       	         	      	         	      	1	 3.8825e+04	 7.4631e+02	14.2156	0.0209	 2.9608e+04	 1.7524e+02	14.1729	0.0064	 3.7400e+04	 1.0640e+02	13.3297	0.0031	 0.8431	       	     	5143.45	       	       	      	
0.1361	265.1740825486909	-53.6732552267247	265.17410449114	 0.0621	-53.67332763756	 0.0704	5921745296786359552	    0.2671	 0.0634	    3.019	 0.115	  -16.818	 0.115	0	 1.1012e+05	 2.0188e+02	13.0837	0.0020	 6.0674e+04	 7.5039e+02	13.3939	0.0134	 9.9979e+04	 2.9313e+03	12.2621	0.0318	 1.1317	       	     	5000.00	       	       	      	
0.1392	265.1736350358729	-53.6741320940346	265.17365739307	 0.0622	-53.67420845737	 0.0739	5921745296786387072	    0.2885	 0.0552	    3.076	 0.115	  -17.736	 0.122	0	 1.4534e+05	 1.5516e+02	12.7824	0.0012	 8.7644e+04	 1.4967e+03	12.9946	0.0185	 1.4762e+05	 2.6032e+03	11.8390	0.0191	 1.1556	       	     	5095.63	       	       	 11.09	   74.684
0.1405	265.1737040080400	-53.6738090180200	265.17370400804	 2.0735	-53.67380901802	 3.7881	5921745296786386688	          	       	         	      	         	      	1	 8.6652e+03	 2.0594e+02	15.8439	0.0258	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1415	265.1737728898700	-53.6749965235800	265.17377288987	18.0615	-53.67499652358	26.6028	5921745296786381440	          	       	         	      	         	      	0	 3.9561e+03	 1.0859e+02	16.6952	0.0298	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1417	265.1757563110637	-53.6763206000217	265.17578201300	 0.0827	-53.67640062308	 0.0875	5921745296786365440	   -0.0075	 0.1040	    3.536	 0.177	  -18.586	 0.211	0	 6.9862e+03	 5.0079e+01	16.0778	0.0078	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1417	265.1814671041700	-53.6747995184200	265.18146710417	 2.0016	-53.67479951842	 3.1465	5921751172301644160	          	       	         	      	         	      	0	 2.3152e+03	 3.3033e+01	17.2769	0.0155	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1446	265.1790191305100	-53.6720389795500	265.17901913051	 3.3314	-53.67203897955	 4.2575	5921751172301643904	          	       	         	      	         	      	0	 2.8303e+03	 1.5213e+01	17.0588	0.0058	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1452	265.1784870162900	-53.6766494985100	265.17848701629	11.4367	-53.67664949851	12.5255	5921745296786359936	          	       	         	      	         	      	0	 4.2933e+03	 4.1511e+01	16.6064	0.0105	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1458	265.1800062185300	-53.6723356246700	265.18000621853	20.1794	-53.67233562467	17.7673	5921751172301624576	          	       	         	      	         	      	0	 3.5782e+03	 7.2849e+01	16.8042	0.0221	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1459	265.1779466743400	-53.6718703330600	265.17794667434	 1.8496	-53.67187033306	 0.9675	5921751172296037632	          	       	         	      	         	      	0	 3.0482e+03	 6.0351e+01	16.9783	0.0215	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1486	265.1807583892668	-53.6758202380442	265.18076594857	 0.2123	-53.67588929485	 0.1838	5921745296766522368	    0.7266	 0.2127	    1.040	 0.330	  -16.039	 0.317	0	 4.2892e+03	 3.4330e+01	16.6074	0.0087	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1491	265.1813998674000	-53.6753093971500	265.18139986740	 1.7174	-53.67530939715	 1.2379	5921745296786373376	          	       	         	      	         	      	0	 2.7766e+03	 5.4463e+01	17.0796	0.0213	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1514	265.1818239889500	-53.6744395642400	265.18182398895	 1.0867	-53.67443956424	 1.1616	5921751172301644032	          	       	         	      	         	      	0	 1.3009e+04	 1.2407e+02	15.4027	0.0104	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1524	265.1802026794700	-53.6762972833900	265.18020267947	22.2182	-53.67629728339	35.7229	5921745296786393600	          	       	         	      	         	      	0	 6.3871e+03	 1.1675e+02	16.1751	0.0198	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1537	265.1816125077100	-53.6733794798700	265.18161250771	 0.8462	-53.67337947987	 0.7134	5921751172281854720	          	       	         	      	         	      	1	 4.5834e+03	 5.3897e+01	16.5354	0.0128	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1543	265.1797437391700	-53.6765183702000	265.17974373917	16.4997	-53.67651837020	24.2590	5921745296766521088	          	       	         	      	         	      	0	 3.7768e+03	 2.1624e+01	16.7456	0.0062	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1557	265.1749231323129	-53.6721613810303	265.17493746467	 0.2146	-53.67221771492	 0.2015	5921751172281824768	    2.0147	 0.2507	    1.972	 0.317	  -13.084	 0.324	0	 4.9183e+03	 3.6353e+01	16.4588	0.0080	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1560	265.1788907478700	-53.6767704832000	265.17889074787	 0.8522	-53.67677048320	 1.0706	5921745296786359808	          	       	         	      	         	      	0	 6.8417e+03	 5.2767e+01	16.1005	0.0084	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1568	265.1750701940300	-53.6764429317400	265.17507019403	 1.7731	-53.67644293174	 1.5146	5921745296786366336	          	       	         	      	         	      	1	 1.3433e+04	 3.0874e+02	15.3679	0.0250	 1.2555e+04	 7.5313e+02	15.1043	0.0651	 1.6770e+04	 1.8086e+02	14.2006	0.0117	 0.9038	       	     	5095.63	       	       	      	
0.1579	265.1795960912900	-53.6719490900600	265.17959609129	28.5448	-53.67194909006	26.4994	5921751172301620224	          	       	         	      	         	      	0	 7.4408e+03	 2.9501e+01	16.0093	0.0043	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1588	265.1770753972099	-53.6716600832500	265.17707539721	 1.9104	-53.67166008325	 1.8250	5921751172301645568	          	       	         	      	         	      	0	 4.4887e+03	 5.5362e+01	16.5581	0.0134	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1601	265.1820287516800	-53.6738965881200	265.18202875168	 0.8140	-53.67389658812	 0.8805	5921751172281799936	          	       	         	      	         	      	0	 3.3004e+03	 2.7767e+01	16.8919	0.0091	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1613	265.1802263039000	-53.6721097041200	265.18022630390	 1.2547	-53.67210970412	 1.0594	5921751172301624192	          	       	         	      	         	      	0	 4.7035e+03	 6.0594e+01	16.5073	0.0140	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1623	265.1759203725700	-53.6768136975000	265.17592037257	 7.5108	-53.67681369750	 7.8973	5921745296786367232	          	       	         	      	         	      	0	 3.3097e+03	 6.3145e+01	16.8889	0.0207	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1634	265.1732611626740	-53.6732041026384	265.17329543181	 0.4843	-53.67329401556	 0.5226	5921745296786384128	   -1.1210	 0.5717	    4.715	 0.905	  -20.883	 0.935	0	 1.4694e+04	 1.5184e+02	15.2705	0.0112	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1647	265.1822060010400	-53.6743233086800	265.18220600104	30.9086	-53.67432330868	28.7210	5921751172301644288	          	       	         	      	         	      	0	 5.2905e+03	 2.0561e+01	16.3796	0.0042	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1655	265.1733969952800	-53.6730687970000	265.17339699528	43.0256	-53.67306879700	15.7390	5921745296786384256	          	       	         	      	         	      	0	 3.1821e+03	 3.0656e+01	16.9316	0.0105	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1660	265.1729561178500	-53.6747063820500	265.17295611785	24.6327	-53.67470638205	14.9319	5921745296786391296	          	       	         	      	         	      	1	 1.0666e+04	 1.9244e+02	15.6184	0.0196	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1671	265.1818442831700	-53.6731287908600	265.18184428317	 2.7786	-53.67312879086	 2.4155	5921751172281854592	          	       	         	      	         	      	0	 1.9164e+03	 8.6574e+00	17.4821	0.0049	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1690	265.1729949885336	-53.6750407797846	265.17302715132	 0.3527	-53.67511863715	 0.3012	5921745296786391040	    1.4316	 0.3572	    4.425	 0.572	  -18.083	 0.533	0	 1.1973e+04	 6.7121e+01	15.4928	0.0061	 2.0201e+04	 2.0507e+03	14.5879	0.1102	 2.6538e+04	 7.8772e+02	13.7022	0.0322	 0.8857	       	     	5095.63	       	       	      	
0.1698	265.1818899718499	-53.6753562422647	265.18194355509	 0.2045	-53.67543380686	 0.1691	5921745296786373248	   -0.0055	 0.1659	    7.372	 0.347	  -18.015	 0.293	0	 4.2132e+03	 1.2989e+01	16.6268	0.0033	 6.1962e+03	 4.0199e+02	15.8711	0.0704	 9.5457e+03	 2.9015e+02	14.8124	0.0330	 1.0587	       	     	5095.63	       	       	      	
0.1700	265.1737289154020	-53.6759172975814	265.17375033590	 0.0642	-53.67599438425	 0.0667	5921745296786376320	    0.3853	 0.0734	    2.947	 0.124	  -17.904	 0.125	0	 1.0508e+04	 2.2830e+01	15.6346	0.0024	 9.6824e+03	 3.6020e+02	15.3864	0.0404	 1.1509e+04	 1.8543e+02	14.6093	0.0175	 0.7771	       	     	5095.63	       	       	      	
0.1708	265.1797854391300	-53.6717636085300	265.17978543913	 1.9767	-53.67176360853	 1.7668	5921751172301620096	          	       	         	      	         	      	0	 1.4465e+04	 1.6531e+02	15.2876	0.0124	 1.5815e+04	 9.4291e+02	14.8537	0.0647	 1.9783e+04	 2.6454e+02	14.0212	0.0145	 0.8325	       	     	5095.63	       	       	      	
0.1726	265.1759484642100	-53.6770025556100	265.17594846421	 0.6919	-53.67700255561	 0.6950	5921745296786367104	          	       	         	      	         	      	0	 6.4330e+03	 5.6049e+01	16.1673	0.0095	 8.9162e+03	 2.1108e+03	15.4759	0.2570	 2.1260e+04	 1.0486e+04	13.9430	0.5356	 1.5329	       	     	5095.63	       	       	      	
0.1747	265.1775693633100	-53.6772027286000	265.17756936331	 8.5164	-53.67720272860	11.0782	5921745296780810496	          	       	         	      	         	      	0	 1.9269e+03	 8.0108e+01	17.4762	0.0451	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1759	265.1809461915806	-53.6720822774738	265.18097234881	 0.0376	-53.67216007456	 0.0369	5921751172281812608	    0.3653	 0.0381	    3.599	 0.078	  -18.069	 0.076	0	 9.7348e+04	 4.8396e+01	13.2175	0.0005	 6.8888e+04	 3.3370e+02	13.2560	0.0053	 5.4071e+04	 2.2611e+02	12.9295	0.0045	 0.3265	       	     	8403.33	       	       	      	
0.1770	265.1725662547332	-53.6744705496561	265.17261099856	 0.4898	-53.67455231647	 0.6271	5921745296786388608	   -0.2976	 0.6732	    6.156	 0.843	  -18.991	 1.025	0	 2.3161e+04	 2.4527e+02	14.7765	0.0115	 2.1285e+04	 3.2897e+03	14.5312	0.1678	 4.6946e+04	 7.7262e+03	13.0829	0.1787	 1.4483	       	     	5095.63	       	       	      	
0.1779	265.1726412347300	-53.6737831719500	265.17264123473	 0.7793	-53.67378317195	 1.1406	5921745296766564096	          	       	         	      	         	      	0	 7.4696e+03	 1.2215e+02	16.0051	0.0178	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1792	265.1825061125984	-53.6747515597835	265.18252831022	 0.3381	-53.67483827798	 0.2577	5921751172301624704	    1.4777	 0.3534	    3.054	 0.643	  -20.141	 0.573	0	 3.8858e+03	 2.7857e+01	16.7147	0.0078	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1806	265.1818044514600	-53.6726242092900	265.18180445146	 1.6029	-53.67262420929	 1.8926	5921751172296027648	          	       	         	      	         	      	0	 3.7854e+03	 4.6591e+01	16.7431	0.0134	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1807	265.1826315797850	-53.6743395861959	265.18265278870	 0.1818	-53.67441911842	 0.2376	5921751172301652864	    0.4912	 0.2286	    2.918	 0.373	  -18.472	 0.342	0	 4.4303e+03	 1.4896e+01	16.5723	0.0037	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1823	265.1765420680700	-53.6772671629900	265.17654206807	 1.3936	-53.67726716299	 0.4238	5921745296766576768	          	       	         	      	         	      	0	 3.4258e+03	 5.2639e+01	16.8515	0.0167	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1828	265.1728046525900	-53.6754348844200	265.17280465259	 1.1597	-53.67543488442	 1.4007	5921745296786390912	          	       	         	      	         	      	0	 9.4137e+03	 1.3153e+02	15.7540	0.0152	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1856	265.1750870784804	-53.6769470566499	265.17511078916	 0.0853	-53.67701957943	 0.0880	5921745296766594560	    0.5347	 0.0871	    3.262	 0.162	  -16.844	 0.166	0	 5.4996e+03	 1.3624e+01	16.3375	0.0027	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1867	265.1726090681300	-53.6732700404600	265.17260906813	 1.7959	-53.67327004046	 2.9929	5921745296786377216	          	       	         	      	         	      	0	 1.2044e+04	 2.0727e+02	15.4865	0.0187	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1879	265.1736332303900	-53.6763802683100	265.17363323039	 5.2332	-53.67638026831	14.5047	5921745296786376192	          	       	         	      	         	      	0	 1.9728e+03	 1.5158e+01	17.4507	0.0083	           	           	       	      	           	           	       	      	       	       	     	       	       	       	      	
0.1881	265.1732470109773	-53.6723900769893	265.17327358994	 0.0356	-53.67246318102	 0.0292	5921745296786384896	    0.2903	 0.0298	    3.657	 0.059	  -16.979	 0.050	0	 6.6154e+04	 4.9014e+01	13.6370	0.0008	 3.5695e+04	 2.0241e+02	13.9699	0.0062	 5.7135e+04	 2.5062e+02	12.8697	0.0048	 1.1002	       	     	5009.13	       	       	  7.76	   34.154
